제목1,제목2,label,seq_score,jac_score,cos_score
2021년 서울장학재단 희망플러스장학금 장학생 선발 안내-3.19,2021년 서울장학재단 희망플러스 장학금 장학생 선발 안내,duplication,0.939393939,0.444444444,0.421201752
"2024학년도 2학기 기말 수업평가 시행 안내(~1.7,17:00)",2024학년도 2학기 기말 수업평가 시행 안내  24.12.31~25.1.7,duplication,0.805970149,0.625,0.531358416
"""제3기 큐레이터 준비 과정"" 프로그램","""제3기 큐레이터 준비 과정"" 프로그램 홍보 협조 요청",duplication,0.808510638,0.625,0.893485153
선후배 진로지도 멘토링 프로그램 「키멘; KNU-멘토링」 신청 안내,[국립대학육성사업] 선후배 진로지도 멘토링 프로그램 「키멘; KNU-멘토링」 신청 안내,duplication,0.88,0.888888889,0.957174736
2024학년도 1학기 국가근로장학금 희망근로기관 신청 안내,2024학년도 1학기 국가장학금 2차 신청 안내,different,0.827586207,0.5,0.366090556
2023 GUCCI LUXURY JOB CONCERT 견학 참가자 모집 안내,2023 GUCCI LUXURY JOB CONCERT 견학 참가자 모집 안내 및 공결 협조  요청,duplication,0.884210526,0.692307692,0.900653915
신입생(저학년) 진로개발 프로그램 실시 안내,2014년도 신입생(저학년) 진로 개발 프로그램 실시 안내,duplication,0.846153846,0.5,0.557124149
[국립대학육성사업] 2024학년도 학생상담센터 심리건강 지킴이 「두리다리」 홍보 협조 요청.hwx,[국립대학육성사업] 2024학년도 학생상담센터 심리건강 지킴이 「두리다리」 홍보\,duplication,0.898876404,0.777777778,0.842856526
강원혈액원 헌혈우수장학금 선발공고,2013년 강원혈액원 헌혈우수장학금 선발공고,duplication,0.857142857,0.75,0.934017669
[학부]「2021년도 KNU 행복문고」프로그램 운영 안내,[춘천] 「2021년도 KNU 행복문고」 프로그램  신청 안내,duplication,0.821428571,0.2,0.131720383
2023학년도 2학기 수강신청 변경기간 및 방법  알림,[학부] 2023학년도 2학기 수강신청 과목 변경기간 및 방법 안내,duplication,0.84375,0.6,0.781356303
2022학년도 2학기 한양대학교 교류 수학 안내,2022학년도 2학기 충남대학교 교류 수학 안내,different,0.923076923,0.714285714,0.611047898
[학부]강원대학교 공자아카데미 브이로그 공모전 개최 안내,강원대학교 공자아카데미 브이로그 공모전 안내,duplication,0.905660377,0.571428571,0.694582836
2021학년도 하계 계절수업 충남대학교 교류수학 안내,2021학년도 하계 계절수업 숙명여자대학교 교류수학 안내-5.4,different,0.870967742,0.5,0.492718747
[대학혁신지원사업] 2021학년도 2학기 「학습역량강화지원 프로그램 활동 수기」 공모전 시행 공고,(1/16마감) [대학혁신지원사업] 2021학년도 2학기 「학습역량강화지원 프로그램 활동 수기」 공모전 시행 공고,duplication,0.943396226,0.909090909,0.882118609
2020학년도 1학기 본솔김종한장학재단 신규 장학생 선발 안내,2020학년도 1학기 본솔김종한장학재단 신규 장학생 선발 안내(~3.13.),duplication,0.957746479,0.75,0.801894464
(국가거점국립대학교) 2024학년도 2학기 충남대학교 교류 수학 안내,(국가거점국립대학교) 2024학년도 2학기 전북대학교 교류 수학 안내,different,0.944444444,0.75,0.718616784
2022학년도 전기(2023.2월) 본 졸업사정 실시 및 결과 확인 안내,2022학년도 전기('23.2월) 졸업사정 결과 확인 안내(온라인),duplication,0.823529412,0.363636364,0.44397666
2025 KNU 대학일자리플러스센터 「이달의 공고반」 취업캠프 모집 안내,(2/9마감) 2025 KNU 대학일자리플러스센터 「이달의 공고반」 취업캠프 모집 안내,duplication,0.938271605,0.888888889,0.878985896
[학부]「2021년도 KNU 행복문고」프로그램 운영 안내,[춘천]「2021년도 KNU 행복문고」프로그램 운영 안내,duplication,0.925925926,0.666666667,0.598058496
2019학년도 하계 계절수업 한양대학교 학점 교류 수학 안내,2019학년도 하계 계절수업 전남대학교 학점 교류 수학 안내,different,0.939393939,0.777777778,0.766309531
[안내]2018학년도 대학생 청소년교육지원사업 나눔지기 모집 안내,2018학년도 대학생 청소년교육지원사업 나눔지기 모집 안내,duplication,0.96969697,0.714285714,0.746731135
2023-1학기 재학생 등록금 2차 추가납부기간 알림,[안내]2023-1학기 재학생 등록금 2차 추가납부기간 알림,duplication,0.965517241,0.714285714,0.647252543
（국가거점국립대학교） 2023. 2학기 충북대학교 교류 수학 안내,（국가거점국립대학교） 2023. 2학기 전북대학교 교류 수학 안내,different,0.96969697,0.75,0.735012565
[웨비나 안내] Wiley 편집장과 함께하는 피어리뷰 프로세스와 출판윤리,Wiley 편집장과 함께하는 피어리뷰 프로세스와 출판윤리 강연 안내,duplication,0.826666667,0.777777778,0.896228299
2022학년도 1학기 한림대학교 일반대학원 교류 수학 안내,2022학년도 1학기 서울시립대학교 교류 수학 안내,different,0.8,0.625,0.497966571
[외교부] 2019 믹타 영 리더스 캠프 참가자 모집 협조,[외교부] 2019 믹타 영 리더스 캠프 참가자 모집,duplication,0.947368421,0.888888889,0.964624215
(국가거점국립대학교) 2023학년도 2학기 교류 수학 안내,(국가거점국립대학교) 2023학년도 2학기 제주대학교 교류 수학 안내-7.19.수.18시까지,different,0.8,0.625,0.634929922
2018학년도 헌혈우수자 장학생 선발 안내,[장학]2018년 헌혈우수자 장학생 선발 안내,duplication,0.913043478,0.666666667,0.633983354
[학부]2021년 대통령과학장학금 학생 신청 안내,2021년 대통령과학장학금 학생 신청 안내 [1학년만 해당],duplication,0.821428571,0.5,0.445622418
2024학년도 2학기 기말 수업평가 기간 안내(정정),2024학년도 2학기 기말 수업평가 안내,different,0.897959184,0.571428571,0.700397329
2017년 2학기 푸른등대 기부장학사업 신규장학생 선발 안내 [8/4(금)까지],2017년 2학기 푸른등대 기부장학사업 신규장학생 선발 안내,duplication,0.916666667,0.875,0.783380072
2016학년도 1학기 국가장학금 1차 신청기간 안내,2016학년도 1학기 국가장학금 1차 신청기간 안내(11.24~12.16.18시),duplication,0.835820896,0.714285714,0.727507147
2025학년도 여름 계절수업 가톨릭관동대학교 교류수학 안내,2025학년도 여름 계절수업 국립강릉원주대학교 교류수학 안내,different,0.830769231,0.714285714,0.534917921
2021-2학기 재학생 등록금 1차 추가납부기간 알림,2021학년도 2학기 재학생 등록금 1차 추가납부기간 안내,duplication,0.866666667,0.444444444,0.741475739
2013학년도 제주대학교 동계 계절학기 수학 안내,2013학년도 전남대학교 동계 계절학기 수학 안내,different,0.925925926,0.714285714,0.686314319
2025년 1학기 국가장학금 1차 신청 안내,2025년 1학기 국가근로장학금 학생신청기간 안내,different,0.823529412,0.375,0.33430082
2024학년도 1학기 국가근로장학금 희망근로기관 신청시 기본요건 변경 안내,2024학년도 1학기 국가근로장학금 희망근로기관 신청 안내,different,0.876712329,0.555555556,0.566131464
스마트캠퍼스 e-루리 온라인 시험 진행시 유의사항,스마트캠퍼스 e-루리 온라인 시험 진행시 학생용 유의사항 홍보 요청,duplication,0.838709677,0.666666667,0.853072695
2020학년도 2학기 동국대학교 일반대학원 학점교류 안내,2020학년도 2학기 충북대학교 학점교류 안내,different,0.821428571,0.571428571,0.523764401
"도서관(미래, 법학, 의학) 임시 휴관 안내-8. 9.(금) ~ 8. 11.(일)","도서관(미래, 법학, 의학) 임시 휴관 안내",duplication,0.8,0.5,0.769988566
2022-2학기 KNU-SOS 장학생 선발 안내,2022학년도 2학기 KNU-SOS 장학생 선발 계획 안내,duplication,0.872727273,0.5,0.634871868
2019학년도 동계 계절수업 숙명여자대학교 학점 교류 수학 안내,2019학년도 동계 계절수업 숙명여자대학교 학점교류 수학 안내,duplication,0.985507246,0.666666667,0.725186887
[공지] 1학기 해외 파견자 양성 프로그램「Global-Preview」 참가안내,1학기 해외 파견자 양성 프로그램「Global-Preview」,duplication,0.885714286,0.714285714,0.847456596
2023/24 풀브라이트 미국대학 한국어 보조강사 프로그램 안내,2023/24 풀브라이트 미국 대학원 유학 장학 프로그램 안내,different,0.805970149,0.363636364,0.477256656
(4/24마감) 2019학년도 하계 국내 실습학기제 운영 안내,2019학년도 하계 국내 실습학기제 운영 안내,duplication,0.892857143,0.857142857,0.791667519
2023학년도 2학기 [러닝코어] 프로그램 시행 공고,2023학년도 2학기 [메이저러너] 프로그램 시행 안내,different,0.8,0.5,0.540098233
&quot;책사랑 책나눔 책읽기&quot; 문화행사 개최,책사랑 책나눔 책읽기 문화행사 개최,duplication,0.826086957,0.428571429,0.482918815
2017-1학기 특별장학금 장학생 선발 안내,2017-1학기 발전기금재단 장학생 선발 안내,different,0.808510638,0.666666667,0.643728596
2018-1학기 국가장학금 2차 신청 안내,[학부] 2018-1학기 국가장학금 2차 신청 안내,duplication,0.936170213,0.833333333,0.921494775
(2023.1학기) 일본 기타미공업대학 교환학생 운영계획 알림(~11.24.),2023-1학기 일본 기타미 공업대학 교환학생 운영 계획 안내,duplication,0.852941176,0.272727273,0.310938055
[장학]2009학년도 1학기 특별장학생 선발 안내,2009학년도 1학기 특별장학생 선발계획 통보,duplication,0.84,0.25,0.361329409
2019.1학기 [무한도전 : 학생주도형 비교과 학습지원 프로그램] 안내,2019학년도 1학기 [무한도전 - 학생 주도형 비교과 학습지원 프로그램] 시행 공고,duplication,0.846153846,0.307692308,0.543576266
[육성사업_학생중심] 2024학년도 1학기 메이저러너 시행 공고(문),[육성사업_학생중심] 2024학년도 1학기 「러닝코어」 프로그램 시행 공고,different,0.816901408,0.444444444,0.58385546
공유형 이동장치(PM) 동절기 교내 한시적 운행금지에 따른 협조요청,공유형 이동장치(PM) 동절기 교내 한시적 운행금지,duplication,0.852459016,0.555555556,0.699669016
"2025년 제52기(하계) WFK PAS 청년봉사단 해외봉사 단원, 임원, 대학단일팀 모집 홍보 요청","★ 2025년 제52기（하계） WFK PAS 청년봉사단 해외봉사 단원, 임원, 대학단일팀 ＂대학추천자＂ 모집",duplication,0.884615385,0.769230769,0.88447042
국제교류프로그램 설명회 홍보,국제교류프로그램 설명회 홍보 협조요청,duplication,0.857142857,0.75,0.838398695
2020학년도 학교현장실습 대상자 수요조사 안내,2020학년도 학교현장실습 대상자 수요조사-2,duplication,0.92,0.5,0.572451086
2015학년도 하계 일본 돗토리대학 단기 어학연수 파견자 선발계획 공고,2015년도 하계 돗토리대학 단기어학연수 파견계획,duplication,0.818181818,0.166666667,0.283826965
2020-1학기 KNU핵심역량장학금 선발 계획 안내,2020년 1학기 KNU핵심역량장학 선발 안내,duplication,0.884615385,0.25,0.102347225
2023년 상반기 중남미 지역기구 파견 인턴 선발 안내,2023년 상반기 중남미 지역기구 파견 인턴 선발 안내-12.6.화까지,duplication,0.909090909,0.777777778,0.828851899
2015학년도 숙명여자대학교 여름계절학기 수학 안내,2015학년도 경상대학교 하계 계절학기 수학 안내,different,0.8,0.375,0.286972435
2014학년도 한국교원대학교 동계 계절학기 수학 안내,2014학년도 경상대학교 동계 계절학기 수학 안내,different,0.892857143,0.714285714,0.658999274
2009년 아름다운재단 실직가정 대학생 등록금 지원,2009년 아름다운재단 실직가정 대학생 마지막 등록금 지원사업 안내,duplication,0.861538462,0.555555556,0.82132138
2023-1학기 학부 재학생 교내장학금(우선감면) 안내,2023-1학기 학부 재학생 교내장학금(우선감면) 신청 안내,duplication,0.947368421,0.833333333,0.961644095
(국립대학 육성사업)문화유산 융합 영상디자인 전문가 양성 프로그램 ‘첨단과학기술과 문화유산의 만남’ 참여 안내 요청,(국립대학 육성사업)문화유산 융합 영상디자인 전문가 양성 프로그램 ‘첨단과학기술과 문화유산의 만남’ 참여 안내,duplication,0.974358974,0.923076923,0.985379377
2021학년도 1학기 중간(기말)시험 유의사항 안내,2021학년도 1학기 중간(기말)시험 학생 유의사항 안내,duplication,0.945454545,0.833333333,0.934531173
[필수] 2018년 인권.성평등(폭력 예방) 온라인 교육 안내,2018년 학생대상-인권·성평등(폭력 예방) 온라인 교육 안내,duplication,0.881355932,0.625,0.524586299
2017-2학기 우선면제 장학금 신청 안내,2017-2 우선면제 장학금 신청자 서류 제출안내,duplication,0.833333333,0.222222222,0.373580546
2023년 제1차 KB굿잡 우수기업 취업박람회 참여자 모집 안내,2023 KB굿잡 우수기업 취업박람회 참가 신청 안내,duplication,0.8125,0.363636364,0.71827575
본솔김종한장학재단 2019학년도 2학기 장학생 선발안내,본솔김종한장학재단 2019학년도 2학기 장학생 선발 안내,duplication,0.983606557,0.571428571,0.845028346
'16학년도 2학기 국내외 현장실습 신청 안내(7.8~7.21),'16학년도 2학기 국내외 현장실습 운영 안내,duplication,0.830188679,0.5,0.731680868
2017학년도 1학기 특별장학금 장학생 선발계획 안내,2017학년도 1학기 특별장학금 신청 안내,duplication,0.807692308,0.571428571,0.727526417
[공지] 2022-2학기 동국대학교 일반대학원 교류 수학 안내,2022학년도 2학기 동국대학교 일반대학원 교류 수학 안내-7.28.목까지,duplication,0.811594203,0.4,0.549806817
2020학년도 신입생 인.적성 검사 기간 연장 안내,2020학년도 신입생 인적성 검사 안내,different,0.875,0.714285714,0.829812712
2016학년도 두산연강재단 장학생 추천 의뢰,2016년도 두산연강재단 장학생 선발 안내,duplication,0.808510638,0.25,0.479653208
2016-2학기 특별장학금 장학생 선발 안내(~10/27),2016학년도 2학기 특별장학금 장학생 선발계획 안내,duplication,0.821428571,0.222222222,0.339677067
2020년 역량진단 서포터즈 시행,(8/31마감) 2020년 역량진단 서포터즈 시행 안내,duplication,0.8,0.666666667,0.79661476
2022학년도 겨울 계절수업 한국교원대학교 학점교류 수학 안내,2022학년도 겨울 계절수업 경북대학교 교류수학 안내,different,0.857142857,0.444444444,0.464478498
2022년 2학기 국가장학금 1차 신청 안내,2022학년도 2학기 국가장학금 1차 신청 안내,duplication,0.96,0.714285714,0.807395506
2022. 8월 4주(2차) 추천 채용 정보 안내,2022. 8월 3주(1차) 추천 채용 정보 안내,different,0.916666667,0.75,0.652553872
2023년 강원대학교 하반기 창업동아리 모집 안내,2023년 강원대학교 하반기 창업동아리 모집 안내 및 홍보,duplication,0.915254237,0.75,0.939009779
2009 2학기 사회봉사과목 수강신청 및 봉사활동 신청 안내,2009. 2 사회봉사과목 수강 및 봉사활동 신청 안내,duplication,0.935483871,0.6,0.846567784
2019학년도 동계 계절수업 제주대학교 학점 교류 수학 안내,2019학년도 동계 계절수업 서울대학교 학점 교류 수학 안내,different,0.939393939,0.777777778,0.782711202
2021학년도 전기 일반대학원 신입생(정원내) 모집 요강,2021학년도 전기 일반대학원 신입생(정원내) 모집 요강 안내,duplication,0.950819672,0.857142857,0.992143087
2021학년도 2학기 일반대학원 전과 신청 안내,2021학년도 2학기 일반대학원 전과 시행 안내,duplication,0.923076923,0.714285714,0.849389516
[장학] 2024학년도 2학기 KNU핵심역량 장학금 선발 안내,[학부] 2024-2학기 KNU핵심역량장학금 신청 안내,duplication,0.813559322,0.090909091,0.017844801
인공지능(AI) 학습용 데이터 구축사업 참여자 모집 기간 연장 안내,인공지능(AI) 학습용 데이터 구축사업 참여자  모집안내,different,0.888888889,0.5,0.86554848
2019년 한국사학진흥재단 청렴실천공모전 실시 안내,2019년 한국사학진흥재단 청렴실천공모전 실시 홍보 협조 요청,duplication,0.838709677,0.5,0.898556194
2024학년도 비교과마일리지 장학제도 안내,2024 비교과마일리지 장학제도 안내,duplication,0.930232558,0.6,0.849940703
[학부] 2025학년도 전과 모집 공고,2025학년도 전과 모집계획 공고 안내,duplication,0.8,0.428571429,0.630116482
(국가거점국립대학교) 2025. 1학기 경상국립대학교 교류 수학 안내,（국가거점국립대학교） 2025. 1학기 제주대학교 교류 수학 안내,different,0.911764706,0.75,0.719636865
2021학년도 2학기 국제교류 프로그램 설명회 개최,2021학년도 2학기 국제교류 프로그램 설명회 홍보,different,0.928571429,0.714285714,0.882241533
2019-1학기 재（복）학생 등록금 납부안내,2019학년도 1학기 재（복）학생 등록금 추가납부（최종） 안내,different,0.823529412,0.25,0.380116445
<2019학년도 제2회 교직 적성·인성 검사 시행 계획>안내,2019학년도 제1회 교직 적성·인성 재검사 결과 조회 안내,different,0.806451613,0.25,0.365419988
장학] 강원 사회복지공동모금회(여지영 행운터부동산컨설팅 대표) 장학생 선발,강원 사회복지공동모금회(여지영 행운터부동산컨설팅 대표) 장학생 선발 안내,duplication,0.921052632,0.75,0.944544255
2015학년도 제주대학교 하계 계절학기 수학 안내,2015학년도 서울대학교 하계 계절학기 수학 안내,different,0.925925926,0.714285714,0.698372755
[안내]2020학년도 1학기 푸른등대 삼성기부장학사업 신규 장학생 선발 안내,2020학년도 1학기 푸른등대 삼성기부장학사업 신규 장학생 선발 안내,duplication,0.974358974,0.777777778,0.78977583
2022-1학기 재학생 등록금 1차 추가납부기간 알림,2022-1학기 재학생 등록금 1차 추가납부기간 알림-3.3.(목)~4.(금) 16:00,duplication,0.848484848,0.625,0.656945193
2023학년도 창의․융합 G-bridge 교육 참가자 모집 안내,2023학년도 창의융합 G-bridge 교육 참가자 모집 안내-12.11.월까지,duplication,0.904109589,0.75,0.80686242
2023년 해외일경험지원사업 참여 청년 모집 안내,2023년 해외일경험지원사업 참여 청년 모집 안내-8.13.일까지,duplication,0.9,0.714285714,0.792658441
[대학혁신_교수학습] 2022학년도 2학기 [메이저러너] 프로그램 시행 공고,[대학혁신_교수학습] 2022학년도 2학기 [메이저러너] 프로그램 시행 공고-9.27.화까지,duplication,0.926829268,0.75,0.732109341
공지] 2016년 1학기 사랑드림 장학생 선발 안내,2016-1학기 사랑드림장학사업 신규장학생 선발 안내,duplication,0.8,0.2,0.081913366
2022학년도 2학기 교과 연계 학생주도형 비교과 학습지원 『무한도전』 공고,2022학년도 2학기 교과연계 학생주도형 비교과 학습지원 [무한도전] 공고,duplication,0.987341772,0.7,0.733679467
[춘천]「2021년도 KNU 행복문고」프로그램 운영 안내,[학사]2021년 KNU 행복문고 프로그램 운영안내,duplication,0.867924528,0.111111111,0.099508412
2020-1학기 지역사랑장학금 선발 안내,2020-1학기 지역사랑장학금 선발 계획 안내,duplication,0.933333333,0.8,0.932391671
경북지역 대표 과수 기상융합서비스 앱 개선방안 공모전 알림(대구지방기상청 주관),경북지역 대표 과수 기상융합서비스 앱' 개선방안 공모전 홍보,duplication,0.810810811,0.7,0.850283459
[강원지역혁신플랫폼] 동계 빅데이터 연구 인턴십 프로그램 학부생 모집,[강원지역혁신플랫폼] 동계 빅데이터 연구 인턴십 프로그램 학부생 모집 안내,duplication,0.96,0.888888889,0.9950764
2013 강원바이오 취업박람회 안내,2013 강원바이오엑스포 취업박람회 참여 안내,duplication,0.863636364,0.5,0.51632021
(국가거점국립대학교) 2021학년도 2학기 충북대학교 교류 수학 안내,(국가거점국립대학교) 2021학년도 2학기 경상국립대학교 교류 수학 안내,different,0.918918919,0.75,0.695371755
"[장학] 2020-1학기 국가장학금Ⅱ유형 긴급 지원(실직, 폐업) 장학생 선발 안내(~6/30(화) 18:00까지)","2020-1학기 국가장학금Ⅱ유형 긴급 지원(실직, 폐업) 장학생 선발 안내",duplication,0.840909091,0.636363636,0.764224821
2015학년도 1학기 특별장학금 장학생 선발계획(신청:5/12~22),2015학년도 1학기 특별장학금 장학생 선발,duplication,0.842105263,0.666666667,0.626648164
2020학년도 동계 계절수업시간표 및 수강신청 안내,[학부]2020학년도 동계 계절수업시간표 및 수강신청 안내,duplication,0.965517241,0.714285714,0.761737946
2021년 2학기 아시아지역(중국외) 자매대학 파견교환학생 추가 선발 안내,2021학년도 2학기 중국 자매대학 파견교환학생 선발 안내,different,0.845070423,0.5,0.518921549
2023년 강원대학교 파란사다리 사업 안내,2023년 강원대학교 파란사다리 사업(국외 연수) 안내,duplication,0.901960784,0.571428571,0.536917499
2024학년도 2학기 [좋은수업에세이] 공모전 시행 안내,2024-2학기 [좋은수업 에세이] 공모전 시행 안내,duplication,0.909090909,0.333333333,0.254545669
2013-2014 타이페이 대표부 초청 장학생 선발요강 안내,2013-2014 타이페이 대표부 초청 장학생 선발 안내,duplication,0.967741935,0.75,0.900345539
"2021 응급처치 및 심폐소생술 실습 교육 (제1,2차)","(교직) 2021학년도 응급처치 및 심폐소생술 실습 교육 안내(제1,2차)",duplication,0.875,0.5,0.521229045
2017학년도 아산사회복지재단 장학생 선발 안내,2017학년도 아산사회복지재단 장학생 선발 안내(11/9까지),duplication,0.912280702,0.666666667,0.699611106
「2022년도 KNU 인권주간」 운영 안내 및 홍보 요청,「2022년도 KNU 인권주간」운영 안내,duplication,0.816326531,0.333333333,0.363148937
(12/26마감) 2023학년도 교연비「학생지도영역 프로그램」재학생 만족도 설문  조사 참여 안내,2023학년도 교연비「학생지도영역 프로그램」재학생 만족도 설문  조사 참여 협조 요청,duplication,0.847826087,0.636363636,0.833629053
2018학년도 신입생 사전수강 지도 안내,2018학년도 신입생 수강신청 안내,different,0.829268293,0.5,0.366193357
(국가거점국립대학교) 2021학년도 2학기 경상국립대학교 교류 수학 안내-7.21,（국가거점국립대학교） 2021학년도 2학기 충남대학교 교류 수학 안내,different,0.883116883,0.555555556,0.556295148
한국어능력시험(TOPIK) 대비반 운영 홍보 협조 요청,한국어능력시험(TOPIK) 대비반 운영 안내,duplication,0.8,0.428571429,0.839328479
2019학년도 2학기 수업 중간평가 시행 안내,2019학년도 2학기 수업 중간평가 시행 안내(10/25마감),duplication,0.892857143,0.714285714,0.730512055
2020년 인권센터 서포터즈 모집 안내,2020년 인권센터 서포터즈 모집 안내_협조 요청-11.13,duplication,0.807692308,0.571428571,0.6251134
2025학년도 1학기 공주대학교 교류 수학 안내,2025학년도 1학기 공주대학교 교류 수학 일정 수정 안내,duplication,0.896551724,0.75,0.855663434
